,Token_0,Token_1,Token_2,Token_3,Token_4,Token_5,Token_6,Token_7,Token_8,Token_9,Token_10,Token_11,Token_12,Token_13,Token_14,Token_15,Token_16,Token_17,Token_18,Token_19,Token_20,Token_21,Token_22,Token_23,Token_24,Token_25,Token_26,Token_27,Token_28,Token_29,Token_30,Token_31,Token_32,Token_33,Token_34,Token_35,Token_36,Token_37,Token_38,Token_39,Token_40,Token_41,Token_42,Token_43,Token_44,Token_45,Token_46,Token_47,Token_48,Token_49,Token_50,Token_51,Token_52,Token_53,Token_54,Token_55,Token_56,Token_57,Token_58,Token_59,Token_60,Token_61,Token_62,Token_63,Token_64,Token_65,Token_66,Token_67,Token_68,Token_69,Token_70,Token_71,Token_72,Token_73,Token_74,Token_75,Token_76,Token_77,Token_78,Token_79,Token_80,Token_81,Token_82,Token_83,Token_84,Token_85,Token_86,Token_87,Token_88,Token_89,Token_90,Token_91,Token_92,Token_93,Token_94,Token_95,Token_96,Token_97,Token_98,Token_99,Token_100,Token_101
Layer_10,ولي, Fol, dis, вод, Крас, escol,花,花,ِّ,咲, expans, 가지, garden, всі,排,nd, ws, Крас, 추,咲, فصل,erai, mek, się, серед,表现, disp, Pun, subm, przep, güz, sc, fiori, فصل,ult,咲, się, з, د, mue, disp, נו�, Tra, güz, sc, fiori, فصل,ult,咲, się, з, я, mue, nak, ..., V, güz, sc, cil, فصل,ult,咲, się, з, я, mue, nak, double, «, güz, sc, mek, فصل,ult,咲, się, с, я, imp, dis,دن, «, güz,具, cil, فصل,ult,咲, się, с, я, ast, dis, tet, «, güz,具, mek, فصل,ult, mek, się
Layer_11, pil,如何, dis, Integrity, Крас, mun,花,花,ِّ,咲, expans, secretly,庭, rit, Ex,nd, f, п, mun,咲,花, legendar,咲, la, conjunto, gre, Ex, Ex, Gan, przy, об,得,花,花, zna,咲,́, ст, м, зб,典, ecc, przy, п, mun,花,花,аб,咲,́,ęż, м, imp, Ex, ..., przy, л, mun,شت,花,аб,咲,́,ęż, м, imp, Holding, imp, przy, л, mun,花, جم,аб,咲,́, при, м, imp, Holding, полем, f, л, mun,شت, جم, הדר�,咲,́, قامت, м, imp, Holding, przy, «, л,具,花, جم,аб,咲,́
Layer_12, bal, bal, imp, escal, vẻ,rez,花,花, planta,咲, expans,inet,庭, rit, Ex, przy, f, п,صول,花, fuz,ând, mek, el, ст, diz, ст, nar, przy, sh, об,صول,花,花, від, mek, la, ст, St, ст, distr, kemungkinan, wym, об, מפ�,花,花, las, spole, la, ст, я, кан, Ex, bal, sh,قت, ביותר,花,花, 베,植, da, ст, я, imp, Ex, cor, un, מי�, ביותר,花, ט�, actual, mek, da, ст, я, imp, Ex, кан," """, п, ביותר, роз,ichs, 베, mek, da,рож, я, imp, imp, tet, «, п, ביותר,花,ichs, actual, mek, da
Layer_13, bal,如何, imp, Translate, зад, mun,شت, mer, er,咲,гор, majest, є, rit,ạ, arr, f, п, sắc,شت, v, від, vych, sap, Pe, gre,용,童, bal, ..., об, sekali,شت,花, від, vych,́,рож, я, зб, disp, aprovechando, ext, об, sekali,شت,花, vych,بت,́,рож, я, зб, Ex, ..., f, поп, mun, роз, v, legendar,植,́,рож, я, зб, су, aprovechando, ..., поп, ביותר,شت, mer,Prim,بت,́,рож, я, […], су, aprovechando," """, поп, ביותר, роз, Nh, legendar,بت, nap,рож, я, зб, став, aprovechando, «, поп, ביותר, роз, Nh,پر,بت, nap
Layer_14, bal, דרך, esk, g, зад, przys,شت, fuz, er, Flor,́, м, є, odpowiada, bal, ext, f,得, przys,شت, kost, від, güneş, la, Pe, stil, cha, im,aira, ..., об,勾,شت, kost, від, güneş, la, Pe, la, зб, distr, aprovechando, conforme, об,勾,شت, Run,Prim, spole, die, Pe, la, зб,dit, […], ...,تز,勾, роз, kost, legendar,�ז,́, nap, phys, […], зб, […], […],تز,勾,ler, kost,Prim,ان, die, nap, я, […], зб, […], […], W,勾, роз, Kob, legendar,ان,́, nap, я, […], зб, […], […], W,勾,ler, dev,ought,ان,́
Layer_15," """,fach, ace, g, п, elegante,شت, v, ا, tou, su, בל�, є, є, pr, dil, صرف,قت, nhất,شت, kost, від,ě, la, Pe, par, rek, im,aira, ...,تز,نگ,شت,ブ, від,ě, die, Pe, la,اح, Og, aprovechando, Tra,تز,نگ,شت, διέ, spole,ě, die, Pe, la,过渡,aira, zat, Tra,تز, vistas, роз, kost, від,ě, v, Pe, Es, […], thêm, pom, […],تز, vistas, роз, kost, actual,ě, v, Pe, Es, […], thêm, сп, 아니,تز,نگ, роз, internetowa, sb,ě, v, Pe, Es, مس, Lev, dil, list, cour,フィ, роз, internetowa, від,بت, v
Layer_16," ""'", legat, sentence, związane, п, przys, bông, v, ا,ان,�ג, bed, b, b,典, polit, w, п,得, kost, v, af,ě, en, Pe, tard, inv, Tä, ..., ..., sắc, διέ, kost, kost, חיצ,ě, de, Pe, om, […], ré, ..., ...,в, przys, kost, kost, sh,ijen, de, Pe, om, […],タイプ, ..., ..., м, przys, роз, kost, sh,ijen, de, Pe, ., […], zbo, ..., ..., м, przys, kost, kost, sh,ě, de, Pe, ., […], Lev, ..., ..., м,نگ, роз, kost,і,ijen, de, Pe, ., […], Lev, ושי�, […], м, sytu, роз, kost, sh,ijen, de
Layer_17," """, עו�, sentence, b, п, przys,咲, v, ا,ete, v, bed, bed, b,句, met, o, п, przys, הבת, o, від, bud, en, el, bed, lat, im, recup, ..., הש, przys,咲,ブ, від,ę, de, בר�, ., Lat, tad,वर, ...,bian, przys,咲, internetowa, prim,ete, de, בר�, ., degli, Lev, ..., ..., поп,نگ, ł, internetowa, від,ete, de, ł, ., […], Ans,वर, […], поп,نگ, ł, kost, יד,ete, de, ł, ., […], Lev, […], […], поп,نگ, ł, internetowa, incluidas,ete, de,рож, ., […], Lev, przy, […], поп,نگ, ł, internetowa, יד,ete, anim
Layer_18, уб, подав, sentence, pon, п, przys, 서, do, ا,ě, in, spite, bed, reg,句,nd, o, בי�, przys,ete, o, ות, bud, en, o, o, lat,ensatz, alike,mě,なる, przep, 서, zastos, mon, bud, bedside,se, o, […], लग,वर,mě,なる,نگ,ete, internetowa, prim, bud, się,se, ne, […], लग,वर, […],なる,نگ,ete, internetowa, mon, bud, się,se, ne, […], zbo, […], […],なる,نگ,ete, internetowa, prim, bud, się, ساح, pre, […], zbo, g, […],なる,نگ,ete, internetowa, mon, bud, się, ساح, pre, […], zbo, […], […], поп,نگ,ete, internetowa, mon, bud, się
Layer_19," """, przys, sentence, g, п, wą,и, do, erect,ě, in, bed,-, b,ạ,nd, pos, sight, przys,ete, o, sac,ě, o, el, o, lat, sentence,rd,유, kont, przys,и,es, zag,ě, o,se,-, 구, Kur, Tro,유, kont, przys,и,es, prim,ě, de,se,-, […],<EOS_TOKEN>, ...,유, поп, przys,и,es, prim,ě, de,se,-, […], Ans, cen,유, поп, przys,и,es, prim,ě, de,se,., […], Ans, pou,유, поп, przys,и,es, coc,ě, de,se,., pou,全部, pou,유,بت, przys,и,es, prim,ě, de
Layer_20," """," """, sentence," """, під, wą, appass, çiçek, erect,ě, in, pa,-, b, Ans,nd, ver, sight, przys,ete, o, repl,ě, in, מי�, o, raff, Kor,rd, verb, vistas, wą,ete,es,χ,ě, o, F, י,ote, Kor, Tro,유, chore, wą,ete,es, prim,ě, en,руг,., beh, נש�, ..., […], vistas, przys,и,es, prim,ě, en,руг,., […], 중에서, […], […], vistas, przys,ete,es, prim,ě, en,руг,.,vy, Paus, jen, […], vistas, wiel,и,es, prim,ě, o,руг,., pun, נש�, pou,유,بت, wą,и,es, prim,ě, v
Layer_21," """," """,️," """,i, wą,и,咲, erect, ​​, in,sk, bed, б, الثانية,nd, dia, sunsets, lai,ete, in, repro,ě, in,-,-,<EOS_TOKEN>, ambas,rd, enf,i,-,и,es, repro,ě, in,-,-,<EOS_TOKEN>,staw, Tro, […],i, gram,и,es, prim,ě, in, F,.,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>, […],i,着,и,es, prim,ě, in,sk,.,<EOS_TOKEN>, Paus,th, […],i, gram,и,es, prim,ě, in,sk,.,<EOS_TOKEN>, Paus,th, […],i, gram,и,es, prim,ě, in,sk,.,<EOS_TOKEN>,ط,th, […],i, gram,и,es, prim,ě, in
Layer_22," """," """,️," """,i,저,и, çiçek, erect, ​​, in, pa,-, б, الثانية,nd, le,i, contr,咲,咲,erez,ě, in, aer,-,<EOS_TOKEN>, gloss,rd, le,i,est,и,es,erez,ě, in, aer,.,<EOS_TOKEN>, teste, pon, […],i, wą,и,es,erez,ě, in, aer,.,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>, […],i, wą,и,es,erez,ě, in, aer,.,<EOS_TOKEN>, polit, […], […],i,Н,и,es,erez,ě, in, aer,.,<EOS_TOKEN>, 등의,., […],i,Н,и,es,erez,ě, in, aer,.,<EOS_TOKEN>, polit,., […],i,Н,и,isy,erez,ě, in
Layer_23," """," """,️," """, пре, flower,и,咲, ​​, ​​, in, aer,-, , الثانية,nd, le, пов, wą,и,咲, ​​,ete, in, aer,-,<EOS_TOKEN>, sentence,rd, пов, пов, wą,и,咲, ​​,ete, in, aer,.,<EOS_TOKEN>, sach, עלה, 아름다운,i, wą,и,咲, ​​,ete, in, aer,.,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>, […],y, wą,и,咲, ​​,ete, in, aer,.,<EOS_TOKEN>, usw, teste, […],i, wą,и,咲, ​​,ete, in, aer,.,<EOS_TOKEN>, 등의,., […],i, wą,и, çiçek, ​​,ete, in, aer,.,<EOS_TOKEN>,<EOS_TOKEN>,., […],i, wą,и, çiçek, ​​,ete, in
Layer_24," """, “,st," """,zcz, flower,и,咲,lement, ​​, in, garden,;,<EOS_TOKEN>,<EOS_TOKEN>,nd,ば, пов, flowers,束,咲,احت,ete, in, aer,-,<EOS_TOKEN>,<EOS_TOKEN>,rd,ば, пов, flowers,и,咲,вета,ete, in, aer,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>,th, […],τι, flowers,и,咲,χ,ete, in, aer,.,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>, […], м, flowers,и,咲,χ,ete, in, aer,<EOS_TOKEN>,<EOS_TOKEN>,<EOS_TOKEN>,th, […], м, flowers,и,咲, pend,ete, in, aer,.,<EOS_TOKEN>,<EOS_TOKEN>,°., […], м,غر,и,咲, pend,ete, in, aer,.,<EOS_TOKEN>,<EOS_TOKEN>,th, […], м,غر,и,咲, pend,ete, in
Layer_25," """," """,st, hoa,zcz,花,束,咲,Tend,idir, in, garden,;,2,2,., 아름다운,zcz,花,束,咲,ити,ete, in, vườn,.,<EOS_TOKEN>,3,., beauty, пов, flowers,束,咲,לי�,ete, in, garden,.,<EOS_TOKEN>,<EOS_TOKEN>,., beauty, м, flowers,束,咲,віт,ete, in, garden,.,<EOS_TOKEN>,<EOS_TOKEN>,.,<EOS_TOKEN>, м, flowers,束,咲,віт,ete, in, garden,.,<EOS_TOKEN>,<EOS_TOKEN>,., […], м, flowers,束,咲,віт,ete, in, garden,., ,7,., beauty,i, flowers,束,咲,віт,ete, in, garden,., ,8,., beauty,i, квіт,束,咲,віт,ete, in
Layer_26," """," """,st, hoa, đẹp, flower,и,咲, ​​,í, garden, garden,;,2,2,.,美丽, đẹp,花,и,咲, ​​,ete, garden, garden,.,<EOS_TOKEN>,3,., beauty,美人, квіт,и,咲,віт,ete, in, garden,.,<EOS_TOKEN>,4,., kolor,美人, квіт,и,咲,віт,ete, in, garden,.,<EOS_TOKEN>,5,., kolor,美人, квіт,и,咲,віт,ete, in, garden,.,<EOS_TOKEN>,6,., kolor,美人, квіт,и,咲,віт,ete, in, garden,., ,7,., kolor,美人, квіт,и,咲,віт,ete, in, саду,., ,8,., kolor,美人, квіт,и,咲,віт,ete, in
Layer_27," """," """,st,美しい, جم,花,ка,咲, п,іння, garden, garden,., ,2,.,美しい, جم,花,ка,咲,віт,ete, in, garden,.,<EOS_TOKEN>,3,., Крас, جم, квіт,ка,咲,віт,ete, in, garden,.,<EOS_TOKEN>,4,., Крас,美しい, квіт,ка, ц,віт,е, in, garden,.,<EOS_TOKEN>,5,., Крас, جم, квіт,ка, ц,віт,е, in, саду,.,<EOS_TOKEN>,6,., Крас, beautiful, квіт,ка, ц,віт,е, in, саду,., ,7,., Крас,ою, квіт,ка, ц,віт,е, in, саду,., ,8,., Крас,ою, квіт,ка, ц,віт,е, in
Layer_28," """," """,st,美しい,и,花,ка,咲,віт,ає, в, garden,., ,2,.,美しい,и, квіт,ка,咲,віт,ет, в, garden,.,<EOS_TOKEN>,3,., Крас,i, квіт,ка,咲,віт,е, in, саду,.,<EOS_TOKEN>,4,., Крас,i, квіт,ка, ц,віт,е, in, саду,., ,5,., Крас,i, квіт,ка, ц,віт,е, in, саду,.,<EOS_TOKEN>,6,., Крас,i, квіт,ка, ц,віт,е, in, саду,., ,7,., Крас,i, квіт,ка, ц,віт,е, in, саду,., ,8,., Крас,i, квіт,ка, ц,віт,е, in
Layer_29,美しい, beautiful,st,美しい,и, квіт,ка,咲,віт,ет, в, garden,., ,2,., beautiful,и, квіт,ка,咲,віт,ет, в, garden,.,<EOS_TOKEN>,3,., Крас,и, квіт,ка, ц,віт,е, in, саду,., ,4,., Крас,美しい, квіт,ка, c,віт,е, in, саду,., ,5,., Крас,и, квіт,ка, c,віт,е, in, саду,.,<EOS_TOKEN>,6,., Крас, beautiful, квіт,ка, c,віт,е, in, саду,., ,7,., Крас, beautiful, квіт,ка, c,віт,е, in, саду,., ,8,., Крас,美しい, квіт,ка, c,віт,е, in
Layer_30," """, beautiful," """,美しい,и, квіт,ка, nở,віт,е, в, саду,., ,2,., beautiful,y, квіт,ка, nở,віт,е, в, саду,., ,3,., Крас,и, квіт,ка, ц,віт,е, в, саду,., ,4,., Крас,и, квіт,ка, ц,віт,е, в, саду,., ,5,., Крас,и, квіт,ка, ц,віт,е, в, саду,., ,6,., Крас,и, квіт,ка, ц,віт,е, в, саду,., ,7,., Крас,у, квіт,ка, ц,віт,е, в, саду,., ,8,., Крас,у, квіт,ка, ц,віт,е, в
Layer_31," """," """,.," """,ив, квіт,ка, ц,віт,е, у, саду,., ,2,., К,ив, квіт,ка, ц,віт,е, в, саду,., ,3,., Крас,ив, квіт,ка, ц,віт,е, в, саду,., ,4,., Крас,ив, квіт,ка, ц,віт,е, в, саду,., ,5,., Крас,ив, квіт,ка, ц,віт,е, в, саду,., ,6,., Крас,ив, квіт,ка, ц,віт,е, в, саду,., ,7,., Крас,ив, квіт,ка, ц,віт,е, в, саду,., ,8,., Крас,ив, квіт,ка, ц,віт,е, в
Layer_32," """,1,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,2,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,3,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,4,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,5,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,6,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,7,., Крас,ива, квіт,ка, ц,віт,е, в, саду,., ,8,., Крас,ива, квіт,ка, ц,віт,е, в
