,Token_0,Token_1,Token_2,Token_3,Token_4,Token_5,Token_6,Token_7,Token_8,Token_9,Token_10,Token_11,Token_12,Token_13,Token_14,Token_15,Token_16,Token_17,Token_18,Token_19,Token_20,Token_21,Token_22,Token_23,Token_24,Token_25,Token_26,Token_27,Token_28,Token_29,Token_30,Token_31,Token_32,Token_33,Token_34,Token_35,Token_36,Token_37,Token_38,Token_39,Token_40,Token_41,Token_42,Token_43,Token_44,Token_45,Token_46,Token_47,Token_48,Token_49,Token_50,Token_51,Token_52,Token_53,Token_54,Token_55,Token_56,Token_57,Token_58,Token_59,Token_60,Token_61,Token_62,Token_63,Token_64,Token_65,Token_66,Token_67,Token_68,Token_69,Token_70,Token_71,Token_72,Token_73,Token_74,Token_75,Token_76,Token_77,Token_78,Token_79,Token_80,Token_81,Token_82,Token_83,Token_84,Token_85,Token_86,Token_87,Token_88,Token_89,Token_90,Token_91,Token_92,Token_93,Token_94,Token_95,Token_96,Token_97,Token_98,Token_99,Token_100,Token_101
Layer_10, مش, Fol,َ, dist,َ, col, Bo,شت, stra,َ,ه,َ,ْ,َ,ْ, ú,ْ,ه, مل, ref,ُ,َ, af, בת,貴, בת,ي, cud,َ, tươi,كت, י�, iz,伦,َ,ْ,ِ,َ, ref, stra, Zd,َ, Zd, prov, وق, ин, gö, st,咲,咲,омб, зміни, nes, بني, fach,rog, st,咲,�ת, ст," """,be,оск,ряд,rog,تز,咲,�ת, ст,oglio, د,оск, пот,rog,ante,咲,�ת, ст,oglio, د,оск, Gle,rog, sc,咲,�ת, ст,oglio, د,оск, Gle,rog, sc,咲,�ת, ст,oglio, د, ст, Gle,rog, sc
Layer_11, حض,起, blo, dist,َ, mu, spo, ep, stra,َ, verst,ُ, af, co, κοντ, ref, spo, ref,ر, ref,ُ,َ, af, ref, ref, ref, ref, vẻ,َ, گرد,君, بن,н, nejen,َ,ْ, ref, naw, ref, stra, Kä,ة, Zd, ind, tanto, Zut, gö, st,咲,咲, K, nar, b, b, fach,rog, st,咲,咲, ст, nar,be, Ex, zon,rog, st,咲,咲, ст, nar, د, Ex, contr,rog,ly,咲,咲, ст, nar, د, Ex, קו�,rog,ly,咲,咲, ст, Besch, د, Ex, przy,rog,ly,咲,咲, ст, Besch, د, Ex, przy,rog,ly
Layer_12, bal, bal, prag, sch, stra, sm, spo, stil, stra,َ, verst,َ,ْ,َ,ْ, ref,iad, ref, استر, bud, Yu, sens, tir, ref,iter, ref, ref,格,َ,aje, apreci, بن," """, αντισ,َ," """,َ,َ, ref, stra, doh,ة, temat, prov, fl, principale, sc, nhất,咲,咲, K, b, b, b, pot,rog, K, fi, מפ�, K, (=, m,�יל, punch,rog, K,咲, מפ�, K,imp, m,�יל,ouche,rog,ly,咲, מפ�, K,imp, Schl, ф, Catt,rog,ly,咲, מפ�, K,imp, د, ф,di,rog,ly,咲, מפ�, K, actual, د, ф,健,rog,ly
Layer_13, bal, jeden, prag, sch, stra,َ, sin,َ, stra,َ, verg,َ, af,َ,َ, ref, spo, ref,ِ, ref, đối,َ, tir, ref, exped, ref, ref, ביותר,َ, ścis,君,ija, hil, od,َ, ev,َ,َ, ref, co, reag,ة,َ, prov, disp, sł, sc, nhất, popis, tw, tw, nar, b, ech, pos,rog, K, popis, scr, sắc, (=, diz, sprzę, punch,rog, K, kolor, מפ�, Zwe, ev, Zwe, sprzę, Zw,rog, K, kolor, מפ�, Zwe, ev, Zwe, sprzę, punch,rog, K, kolor, מפ�, Zwe, Besch, Zwe, ф, punch,rog,ly, kolor, מפ�, Zwe, Besch, Zwe, ф, punch,rog,ly
Layer_14, bal, bal, prag,َ,َ,َ, v, Es, stra,َ,َ,َ,ْ,َ,َ,َ, spo,ه,ِ,َ, kendi,َ, tir, ref,喜,َ,ي, ביותר, kur, ביותר, Gele,ija, hil, לפ�,َ, san,َ,َ, ref, co, reag,ة,َ, spo, bal, sug, susp, K, kost,ono, K, nar, b, Ein, cer,rog, K, kost,ę, K, la, se, imm, sweep,rog, K, شم, מפ�, K, la, la,يمة, pare,rog, K, kost, מפ�, K, la, la,يمة, fr,rog, K, kost, מפ�, K, la, la,يمة, fr,oret, K, kost, מפ�, K, Besch, la,يمة, הדר�,oret, K
Layer_15, bal, bal,それぞれ, larg,َ,َ, determin, Es, stra,َ,َ,َ, rat,َ,َ,َ,وار,ه,ِ,َ, en,َ, a, po,喜, ned, fl, prez,ية, hồi, dev,ُ, o,λί,َ, a,َ,َ,َ, wp, reag,ة, sm, sm, ped, Cure,oret,一词, fuz, Kep, K, nar, m, kor,语, aur,一词, kost, Kep, K, su, b, lata,语,rog, K, dwa, מפ�, K, su, la, wz, pare,oret, K, dwa, מפ�, K, su, la,يمة, пос,oret, K, dwa, מפ�, K, su, la,يمة, fr,oret, K, dwa, מפ�, K, su, la, again, fr,oret, K
Layer_16," """,题, prag, po, stra,ُ, determin,ُ, stra,ُ,раж,َ, a,َ, знамен,َ,iter,ه,ر, bud,ドル,َ, a, po,iter, ned," """, ביותר,�ה,-," ""[",ُ," """, sne,َ," """,َ,ِ,َ, al, lag,ة,َ, tro, ped, nar,oret,一词, zb,led, K, b, b, no, pos, aur, arr, kost, en, (,abit, b, fr, 구, nas,|, kost, los, is, us, b, Verl, 구, po,|, kost, los, kost, us, la, Verl, 구, po,ly, kost, los, kost, ré, la, Verl, 구, las,ly, kost, los, kost, los, la, again, 구, las,ly
Layer_17," """,iyor,パラ, po, stra, mu,ط,َ, stra,َ,ها,َ,َ,َ,َ,َ,iter,ه,ر, bud, bud,ُ, a,ُ,ب, mis," """, ביותר,ة,َ, proprio, re," """,لف,َ," """,َ,ِ,َ,ع, spot,ة, temat, re, ro, sb, pl,ness,咲, מפ�, raff, b, v, mu, Kor, aur,ness, bud, מפ�, imper, ú, b, Verl, 구, fr,est, kost, מפ�, ł, ú, o,يمة, 구, un,est, kost, מפ�, ł, ú, la,يمة, 구, un,est, kost, מפ�,effect, ré, .,يمة, 구,oret,est, kost, מפ�,effect, ré, .,يمة, 구,oret,est
Layer_18," """,ał,ر, mu,َ, mu,ط,ُ, stra,َ, rend,َ,َ,َ,َ,ْ,iter,ه,ِ,ُ, esc,َ, a,َ, lá,ّ,ي,َ, lag,َ, الموجودة,َ," """, bos,َ, a,َ,ِ,َ,ع,َ,ة,َ, riz, fie, sb, st,ness, verst, מפ�, ר, b, pre, ap, r, st,ness, verst, מפ�, (, ú, pre, reg, pos, fr,est,es, מפ�, al, ú, est, Zw,置, un,est,es, מפ�, al, ú, la, Zw, lat, un,est,es, מפ�, al, st, la, Zw, lat,oret,est, kost, מפ�, al, st, la, Zw, lat,oret,ly
Layer_19," """, fie,ر, emit,َ, F,ط,ط,ط,َ, rend,َ,َ,َ,َ,ْ,ع,ِ,ِ,ُ, الن,َ, st,َ, lie,ّ,ي, spor, αφ, في, الموجودة,َ," """, se,َ, a,َ,ِ,َ,ائق,چه,ة,َ, b, लग, sentence, st,ness, st,zus, loc, ech, m,iş, r, st,ness, dot, in, al, ú, o, zas, ú,oret,ness,es, מפ�, al, st, o, est, ú,oret,ly,es, מפ�, al, st, o, Absch, ú,oret,ly,es, מפ�, al, st, o, Zw, ú,oret,ly,es, מפ�, al, st, la, Zw, pos,oret,ly
Layer_20," """," """,ِ,َ,ِ,َ, tw,َ,ط,َ, rend,َ, a,َ,َ,َ,ع,ِ,ِ,َ,َ,َ, a,َ, lie,َ,ي,َ,َ,َ,َ,َ," """,َ,َ, a,َ,ِ,َ,イ,َ,ة,َ, b, लग, Verb, st,ness, dostęp, 지, ot, הע, loc, gesch, flex,oret,ness, szl, in, o, הע, est, gesch, flex,oret,ness,es, in, al, הע, est, ret, ú,oret,ly,es, in, al, הע, est, Zw, ת�,oret,ly,es, מפ�, al, הע, la, Zw, ת�,oret,ly,es, מפ�, al, st, la, Zw, pos,oret,ly
Layer_21," """," """,ِ,َ,ِ,َ, tw,َ,ط,َ,َ,َ,َ,َ,َ,َ, A,ِ,ر,َ,َ,َ, a,َ, sam,َ,ي,َ,َ,َ, في,َ," """,َ,َ," """,َ,ِ,َ,ائق,َ,ة,َ,َ, rin,ask, st,ness, st, in, loc, b, pre, gesch, pol,oret,ly, corre, in, F, ú, est, gesch, lat,oret,ly,es, in, F, הע, est, gesch, lat,oret,ly,es, in, F,ace, est, gesch, lat,oret,ly,es, in, kol, best, est,फल, lat,oret,ly,es, in, kol, best, la,फल, lat,oret,ly
Layer_22," """," """,ر,َ, gele,َ,تح,َ,ط,َ, الأ,َ,ي,َ,ي,ْ, zp,ِ,ر,َ,َ,َ,ب,َ, solid,َ,ي,َ,َ,َ, في,َ," """,َ,َ," """,َ,ِ,َ,ائق,َ,ة,َ,َ,‎, sentence, verb,ly,咲, in, 도, garden, ver, faz, flex, verb,ly,咲, in,effect, bahç, est, ret, f,oret,ly,咲, in,effect, garden, est, ret, ret,oret,ly,咲, in,effect, garden,., ret, ret,oret,ly,咲, in,effect, garden,.,फल, ret,oret,ly,咲, in,effect, garden,.,फल, ret,oret,ly
Layer_23," """," """,َ,َ,َ,َ,تح,َ,ظ,َ,َ,َ,َ,َ,َ,َ,ح,ُ,ِ,َ,َ,َ, pr,َ, sam,َ,ي,َ,َ,َ, في,َ," """,َ,َ,َ,َ,ِ,َ,لام,َ,ة,َ,َ,‎, sentence, verb,ly,咲, in, 도, garden, emp,<EOS_TOKEN>, nit, verb,ly,咲, in, place, garden, pre, ret, ret, הח�,ly,咲, in,effect, garden, ., ret, ret, rest,ly,咲, in, the, garden, ., conjug, ret, 아름다운,ly,咲, in, the, garden,., usw, ret,oret,ly,咲, in, the, garden,.,<EOS_TOKEN>, ret, 아름다운,ly
Layer_24," """," """,ِ,َ,َ,َ,تح,َ,ط,َ,َ,َ,َ,َ,َ,ْ,ْ,ُ, وز,َ,َ,َ,ب,َ, sam,َ,ي,َ,َ,َ, في,َ, F,َ,َ,َ,َ,ِ,َ,ائق,َ,ة,َ,َ,<EOS_TOKEN>, sentence, verb,est,咲, in, disguise, garden, |,<EOS_TOKEN>,«, verb,est,咲, in, place, garden,<EOS_TOKEN>,<EOS_TOKEN>, «,oret,est,咲, in, the, garden,<EOS_TOKEN>,<EOS_TOKEN>,عن,oret,est,咲, in, the, garden,<EOS_TOKEN>,<EOS_TOKEN>,ال,oret,est,咲, in, the, garden,.,<EOS_TOKEN>,ال,oret,est,咲, in, the, garden,.,<EOS_TOKEN>,<EOS_TOKEN>,oret,est
Layer_25," """," """,َ,َ,َ,َ,花,َ,ظ,َ, flowers,ْ, hoa,َ,َ,ْ, pol,ُ,ِ,ُ,美しい,ْ,美しい,ُ,美しい,َ,ي,َ,ة,ُ, في,َ, F,َ,ْ, garden,َ,ِ,َ, final,َ,ة,ِ,َ,‎, sentence, verb, flowers,咲, in, the, garden, |,<EOS_TOKEN>,«, verb, flowers,咲, in, the, garden,<EOS_TOKEN>,<EOS_TOKEN>, le, verb, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, flowers, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,"
", the, beautiful, flowers
Layer_26," """," """,ِ,َ,咲,َ,تح,َ,ظ,َ, flowers,ْ, hoa,َ, flowers,ّ, flor,ُ,ُ,ُ,美しい,ْ,美しい, đẹp, đẹp, đẹp,ّ,َ,ة,َ, في,َ," """, garden,ْ, garden, garden, garden,َ, garden,َ,ة,َ, الم,<EOS_TOKEN>, sentence, verb, flowers,咲, in, the, garden, sentence, », δια, verb, flowers,咲, in, the, garden,<EOS_TOKEN>, », ת�, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, ת�, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers
Layer_27," """," """,ِ,َ,咲,َ,咲,ُ,ظ,ُ, flowers,ْ, hoa,َ, flowers,ّ, flor,ُ,ى,ُ,美しい,ْ,美しい, đẹp,美しい,ّ,ّ,َ,ة,ُ, في,َ,ي, garden,ْ, garden, garden, garden,َ, garden,َ,ة,ِ, الم, Translate, translate, nar, flowers,咲, in, the, garden, sentence,<EOS_TOKEN>, ת�, beautiful, flowers,咲, in, the, garden,<EOS_TOKEN>, ا, ת�, beautiful, flower,咲, in, the, garden,.,<EOS_TOKEN>, ת�, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, ת�, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, translate, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers
Layer_28," """," """,ِ,َ,咲,َ,花,َ,ط,ُ, flowers,َ, hoa,َ, flowers,ْ, pol,َ,ُ,ُ, beautiful,ْ, جم,َ,美しい,َّ,ّ,َ,ة,ُ, في,َ,ي,َ,ْ, garden,َ, bahç,ْ, bahç,ِ,ة,ِ,ِ,<EOS_TOKEN>,English, nar, flowers,咲, in, the, garden,.,<EOS_TOKEN>, ת�, beautiful, flowers,咲, in, the, garden,., ا, ת�, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers,咲, in, the, garden,.,<EOS_TOKEN>, the, beautiful, flowers
Layer_29," """," """, ي,َ,咲,َ, open,َ,ط,ُ, ال,ْ, hoa,َ, flowers,ْ, car,ُ,ى,ُ, beautiful,ْ, beautiful, beautiful, beautiful,َ,ّ,َ,ة,ُ, في,ِ,ي,َ,ْ, garden,َ, garden,َ,ن,ِ,ة,ِ, ال, English,English, beautiful, flowers,咲, in, the, garden, sentence,Translate,The, beautiful, flower,咲, in, the, garden,., beautiful,The, beautiful, flower,咲, in, the, garden,., translation,The, beautiful, flower,咲, in, the, garden,., translation,The, beautiful, flower,咲, in, the, garden,.,<EOS_TOKEN>,The, beautiful, flower,咲, in, the, garden,.,"
",The, beautiful, flower
Layer_30," """, 꽃,花,َ, nở,َ,花,َ,花,ُ,花,ْ,花,َ,花,ْ, Bloom,َ,ى,ُ, ال,ْ, جم,َ, đẹp,يلة,ي,َ,ة,ُ, في,ِ,ي, ال,ْ, م,َ, bahç,َ,ن,َ,ة,ِ, ال,"
",English, beautiful, flower, blooms, in, the, garden,., ال,The, beautiful, flower,咲, in, the, garden,., beautiful,The, beautiful, flower, blooms, in, the, garden,., beautiful,The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower
Layer_31," """,َ, ال,َ,َ,َ,تح,َ,ح,ُ, ال,ْ,ي,َ,ي,ْ,ه,َ,ار,ُ, ال,ْ,ي,َ,م,يل,يل,َ,ة,ُ, ف,ِ,ي, ال,ْ,ب,َ,ي,ْ,ي,َ,ة,ِ,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower
Layer_32," """,َ,ت,َ,ف,ْ,ت,َ,ح,ُ, ال,ْ,أ,َ,ز,ْ,ه,َ,ار,ُ, ال,ْ,ج,َ,م,ِ,يل,َ,ة,ُ, ف,ِ,ي, ال,ْ,ب,َ,ق,ْ,ع,َ,ة,ِ,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower, blooms, in, the, garden,.,"
",The, beautiful, flower
